"disp_event","species","feed_datetime","feed_x","feed_y","id_feedtree","def_datetime","def_x","def_y","id_feces","n_seeds","SDD","gut_transit_time","gut_transit_time_hms","id_month","group"
"SDAug1","Pereskia aculeata",2019-08-11 09:48:00,781749.125135305,7407897.0817396,NA,2019-08-11 10:37:00,781852.99679503,7408015.99983199,"FGAU4",1,157.895355536448,49,10:37:00,"Aug","Guareí"
"SDAug2","Pereskia aculeata",2019-08-11 10:39:00,781843.185707768,7408017.64059812,NA,2019-08-11 11:12:00,781820.815850813,7408003.22329828,"FGAU5",1,26.6149074767816,33,11:12:00,"Aug","Guareí"
"SDAug3","Pereskia aculeata",2019-08-11 11:35:00,781768.283530352,7408048.33778939,NA,2019-08-11 12:59:00,781736.99679679,7408129.99983181,"FGAU8",7,87.4459490201009,84,12:59:00,"Aug","Guareí"
"SDAug4","Pereskia aculeata",2019-08-11 13:50:00,781702.413157045,7408176.9459027,NA,2019-08-11 15:13:00,781684.996797619,7408208.99983173,"FGAU10",2,36.4734232008622,83,15:13:00,"Aug","Guareí"
"SDAug5","Pereskia aculeata",2019-08-11 13:50:00,781702.413157045,7408176.9459027,NA,2019-08-11 15:55:00,781708.996797281,7408201.99983177,"FGAU11",2,25.9023280805073,125,15:55:00,"Aug","Guareí"
"SDAug6","Pereskia aculeata",2019-08-11 14:36:00,781699.397827926,7408200.83251227,NA,2019-08-11 16:32:00,781820.996795694,7408167.99983195,"FGAU12",4,125.953836384603,116,16:32:00,"Aug","Guareí"
"SDAug7","Pereskia aculeata",2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:08:00,781880.996794785,7408109.99983204,"FGAU13",6,39.6946155040567,853,14:13:00,"Aug","Guareí"
"SDAug8","Pereskia aculeata",2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:09:00,781880.996794785,7408109.99983204,"FGAU14",1,39.6946155040567,854,14:14:00,"Aug","Guareí"
"SDAug9","Pereskia aculeata",2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 07:54:00,781990.996793217,7408068.99983222,"FGAU15",10,139.855505790924,899,14:59:00,"Aug","Guareí"
"SDAug10","Pereskia aculeata",2019-08-11 16:55:00,781876.599319104,7408149.44911096,NA,2019-08-12 08:31:00,782040.996792234,7407868.99983228,"FGAU16",1,325.083931470185,936,15:36:00,"Aug","Guareí"
"SDAug11","Pereskia aculeata",2019-08-12 08:38:00,782052.157422178,7407809.59214354,NA,2019-08-12 10:30:00,781862.996794384,7407672.99983197,"FGAU17",12,233.320238513447,112,10:30:00,"Aug","Guareí"
"SDAug12","Pereskia aculeata",2019-08-12 09:50:00,781956.329991807,7407692.61717627,NA,2019-08-12 12:14:00,781883.996794019,7407620.999832,"FGAU19",10,101.789259256613,144,12:14:00,"Aug","Guareí"
"SDAug13","Pereskia aculeata",2019-08-12 09:50:00,781956.329991807,7407692.61717627,NA,2019-08-12 13:02:00,781866.99679416,7407558.99983196,"FGAU22",1,160.730063460519,192,13:02:00,"Aug","Guareí"
"SDAug14","Pereskia aculeata",2019-08-12 13:15:06,781842.688750496,7407553.69599616,NA,2019-08-12 14:04:00,781935.996793142,7407510.99983207,"FGAU24",8,102.616012883109,48,14:04:00,"Aug","Guareí"
"SDAug15","Pereskia aculeata",2019-08-12 14:35:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:50:00,782027.996791786,7407446.99983222,"FGAU25",7,77.8290074457437,74,15:50:00,"Aug","Guareí"
"SDAug16","Pereskia aculeata",2019-08-12 14:45:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:53:00,782033.996791715,7407454.99983223,"FGAU26",1,78.5192613311627,67,15:53:00,"Aug","Guareí"
"SDAug17","Pereskia aculeata",2019-08-12 14:45:06,781965.50246167,7407493.38346377,NA,2019-08-12 15:53:00,782033.996791715,7407454.99983223,"FGAU26",3,78.5192613311627,67,15:53:00,"Aug","Guareí"
"SDAug18","Pereskia aculeata",2019-08-12 15:20:06,782027.742789343,7407442.75872552,NA,2019-08-12 16:16:00,782084.996791112,7407519.99983232,"FGAU27",10,96.1494940186145,55,16:16:00,"Aug","Guareí"
"SDAug19","Pereskia aculeata",2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:11:00,782134.666461775,7407605.07897942,"FGAU29",4,53.9519202625371,865,14:26:00,"Aug","Guareí"
"SDAug20","Pereskia aculeata",2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:20:00,782142.996790443,7407603.99983242,"FGAU30",12,52.0874341852982,874,14:35:00,"Aug","Guareí"
"SDAug21","Pereskia aculeata",2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:21:00,782142.996790443,7407603.99983242,"FGAU31",5,52.0874341852982,875,14:36:00,"Aug","Guareí"
"SDAug22","Pereskia aculeata",2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:21:00,782142.996790443,7407603.99983242,"FGAU31",10,52.0874341852982,875,14:36:00,"Aug","Guareí"
"SDAug23","Pereskia aculeata",2019-08-12 16:45:06,782143.875563597,7407551.92121349,NA,2019-08-13 07:22:00,782142.996790443,7407603.99983242,"FGAU32",4,52.0874341852982,876,14:37:00,"Aug","Guareí"
"SDAug24","Pereskia aculeata",2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:31:00,782068.996791195,7407426.99983228,"FGAU33",5,122.957530879508,105,11:31:00,"Aug","Guareí"
"SDAug25","Pereskia aculeata",2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:32:00,782068.996791195,7407426.99983228,"FGAU34",2,122.957530879508,106,11:32:00,"Aug","Guareí"
"SDAug26","Pereskia aculeata",2019-08-13 09:46:00,781965.50246167,7407493.38346377,NA,2019-08-13 11:35:00,782063.996791249,7407417.99983227,"FGAU35",2,124.033843768478,109,11:35:00,"Aug","Guareí"
"SDAug27","Pereskia aculeata",2019-08-13 11:13:00,782088.683237315,7407447.35087336,NA,2019-08-13 13:35:00,782280.506719274,7407614.91772648,"FGAU36",1,254.712492430355,142,13:35:00,"Aug","Guareí"
"SDAug28","Pereskia aculeata",2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 14:15:00,782302.996788142,7407530.99983268,"FGAU37",1,127.501349012585,72,14:15:00,"Aug","Guareí"
"SDAug29","Pereskia aculeata",2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 14:22:00,782327.996787799,7407530.99983272,"FGAU38",1,147.345152618018,79,14:22:00,"Aug","Guareí"
"SDAug30","Pereskia aculeata",2019-08-13 13:03:00,782206.418164373,7407447.76046946,NA,2019-08-13 15:58:00,782227.996789293,7407613.99983256,"FGAU39",1,167.634823351452,175,15:58:00,"Aug","Guareí"
"SDAug31","Pereskia aculeata",2019-08-13 15:44:00,782238.607352973,7407627.3522585,NA,2019-08-14 07:47:00,782016.996792058,7407528.99983221,"FGAU42",1,242.453530805226,963,16:03:00,"Aug","Guareí"
"SDAug32","Pereskia aculeata",2019-08-14 07:49:00,781989.33879559,7407547.2365559,NA,2019-08-14 09:45:00,781730.996796299,7407743.99983176,"FGAU43",1,324.736898426858,116,09:45:00,"Aug","Guareí"
"SDAug33","Pereskia aculeata",2019-08-14 08:43:00,781828.217365046,7407668.7980168,NA,2019-08-14 10:05:00,781737.996796245,7407772.99983177,"FGAU44",5,137.830651163062,82,10:05:00,"Aug","Guareí"
"SDAug34","Pereskia aculeata",2019-08-14 09:24:00,781739.572187918,7407745.09375317,NA,2019-08-14 10:42:00,781870.076735341,7407776.95028773,"FGAU45",2,134.342546127516,78,10:42:00,"Aug","Guareí"
"SDAug35","Pereskia aculeata",2019-08-14 09:58:00,781736.085149301,7407771.6463793,NA,2019-08-14 11:47:00,782003.996792574,7407755.99983221,"FGAU49",4,268.366709187315,109,11:47:00,"Aug","Guareí"
"SDAug36","Pereskia aculeata",2019-08-14 12:03:00,782029.406853284,7407791.41069885,NA,2019-08-14 14:45:00,781911.996793986,7407856.99983207,"FGAU51",7,134.488498392941,162,14:45:00,"Aug","Guareí"
"SDAug37","Pereskia aculeata",2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 07:57:00,781724.299442157,7407588.55161796,"FGAU52",2,131.299005708286,985,16:25:00,"Aug","Guareí"
"SDAug38","Celtis iguanaea",2019-08-14 13:52:00,781988.923642377,7407893.9308381,NA,2019-08-15 07:57:00,781724.299442157,7407588.55161796,"FGAU52",6,404.080052464768,1085,18:05:00,"Aug","Guareí"
"SDAug39","Celtis iguanaea",2019-08-14 14:07:00,781970.579031846,7407892.28485961,NA,2019-08-15 07:57:00,781724.299442157,7407588.55161796,"FGAU52",6,391.031649998089,1070,17:50:00,"Aug","Guareí"
"SDAug40","Celtis iguanaea",2019-08-14 14:07:00,781970.579031846,7407892.28485961,NA,2019-08-15 07:58:00,781720.996796202,7407585.99983172,"FGAU53",5,395.091906776308,1071,17:51:00,"Aug","Guareí"
"SDAug41","Pereskia aculeata",2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 08:04:00,781728.996796201,7407658.99983175,"FGAU54",2,99.7028003618294,992,16:32:00,"Aug","Guareí"
"SDAug42","Pereskia aculeata",2019-08-14 15:32:00,781828.217365046,7407668.7980168,NA,2019-08-15 08:06:00,781728.996796201,7407658.99983175,"FGAU55",2,99.7028003618294,994,16:34:00,"Aug","Guareí"
"SDAug43","Pereskia aculeata",2019-08-15 08:09:00,781736.117008285,7407666.24100749,NA,2019-08-15 08:59:00,781719.080221152,7407748.58876782,"FGAU57",6,84.0944950632318,50,08:59:00,"Aug","Guareí"
"SDAug44","Pereskia aculeata",2019-08-15 09:23:00,781719.080221152,7407748.58876782,NA,2019-08-15 10:35:00,781649.996797564,7407847.99983163,"FGAU58",12,121.055336520221,72,10:35:00,"Aug","Guareí"
"SDAug45","Pereskia aculeata",2019-08-15 09:36:00,781703.058853059,7407777.37858373,NA,2019-08-15 10:43:00,781631.996797875,7407890.99983161,"FGAU59",10,134.011298031298,67,10:43:00,"Aug","Guareí"
"SDAug46","Pereskia aculeata",2019-08-15 10:06:00,781666.778461063,7407821.84736701,NA,2019-08-15 11:53:00,781648.578475705,7407939.79379625,"FGAU60",6,119.336011329771,107,11:53:00,"Aug","Guareí"
"SDAug47","Pereskia aculeata",2019-08-15 10:54:00,781640.797144416,7407928.75238745,NA,2019-08-15 12:06:00,781648.578475705,7407939.79379625,"FGAU61",1,13.5059246258613,72,12:06:00,"Aug","Guareí"
"SDAug48","Pereskia aculeata",2019-08-15 10:54:00,781640.797144416,7407928.75238745,NA,2019-08-15 12:20:00,781648.578475705,7407939.79379625,"FGAU62",15,13.5059246258613,86,12:20:00,"Aug","Guareí"
"SDAug49","Pereskia aculeata",2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 12:42:00,781650.996797781,7408003.99983165,"FGAU63",1,64.255587305661,72,12:42:00,"Aug","Guareí"
"SDAug50","Pereskia aculeata",2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 12:58:00,781661.996797799,7408116.99983168,"FGAU64",1,177.717417548162,88,12:58:00,"Aug","Guareí"
"SDAug51","Pereskia aculeata",2019-08-15 11:30:00,781648.578475705,7407939.79379625,NA,2019-08-15 13:22:00,781655.99679797,7408176.99983168,"FGAU65",2,237.326021539954,112,13:22:00,"Aug","Guareí"
"SDAug52","Pereskia aculeata",2019-08-15 14:12:00,781686.457991498,7408069.84911347,NA,2019-08-15 15:22:00,781768.283530352,7408048.33778939,"FGAU66",1,84.6001920801664,70,15:22:00,"Aug","Guareí"
"SDAug53","Pereskia aculeata",2019-08-15 14:56:00,781768.283530352,7408048.33778939,NA,2019-08-15 15:54:00,781796.996795855,7408054.9998319,"FGAU67",5,29.4820962619753,58,15:54:00,"Aug","Guareí"
"SDAug54","Pereskia aculeata",2019-08-15 15:13:00,781768.283530352,7408048.33778939,NA,2019-08-15 16:01:00,781785.194547387,7408071.39718372,"FGAU68",11,28.5956587617984,48,16:01:00,"Aug","Guareí"
"SDAug55","Pereskia aculeata",2019-08-19 13:03:00,781843.185707768,7408017.64059812,NA,2019-08-20 07:11:00,781884.996794582,7408009.99983204,"FGAU74",7,42.5023022905766,1088,18:08:00,"Aug","Guareí"
"SDAug56","Celtis iguanaea",2019-08-20 07:30:00,781867.167573686,7407897.26562816,NA,2019-08-20 10:05:00,781754.996796044,7407792.9998318,"FGAU75",1,153.148104134254,155,10:05:00,"Aug","Guareí"
"SDAug57","Pereskia aculeata",2019-08-20 09:09:00,781788.826449916,7407790.80567051,NA,2019-08-20 10:05:00,781754.996796044,7407792.9998318,"FGAU75",9,33.9008111997185,56,10:05:00,"Aug","Guareí"
"SDAug58","Pereskia aculeata",2019-08-20 09:09:00,781788.826449916,7407790.80567051,NA,2019-08-20 10:09:00,781757.996795983,7407780.99983181,"FGAU76",5,32.353129678431,60,10:09:00,"Aug","Guareí"
"SDAug59","Pereskia aculeata",2019-08-20 10:24:00,781719.080221152,7407748.58876782,NA,2019-08-20 10:51:00,781702.996796658,7407726.99983171,"FGAU77",22,26.9201504452003,27,10:51:00,"Aug","Guareí"
"SDAug60","Pereskia aculeata",2019-08-20 10:34:00,781788.826449916,7407790.80567051,NA,2019-08-20 11:15:00,781698.996796674,7407700.9998317,"FGAU78",3,127.024662959281,41,11:15:00,"Aug","Guareí"
"SDAug61","Pereskia aculeata",2019-08-20 11:01:00,781717.669067175,7407733.98396522,NA,2019-08-20 11:37:00,781697.615186766,7407701.23014468,"FGAU79",5,38.4000651041358,36,11:37:00,"Aug","Guareí"
"SDAug62","Pereskia aculeata",2019-08-20 11:19:00,781697.615186766,7407701.23014468,NA,2019-08-20 12:08:00,781722.996796243,7407631.99983173,"FGAU80",9,73.7355904571336,49,12:08:00,"Aug","Guareí"
"SDAug63","Pereskia aculeata",2019-08-20 14:54:00,781918.790366435,7407591.14552333,NA,2019-08-20 15:53:00,782018.996792076,7407558.99983221,"FGAU84",19,105.240992963847,59,15:53:00,"Aug","Guareí"
"SDAug64","Pereskia aculeata",2019-08-20 15:30:00,781991.258625227,7407593.75226345,NA,2019-08-21 07:10:00,782020.996792057,7407564.99983222,"FGAU85",12,41.3645995991675,940,15:40:00,"Aug","Guareí"
"SDAug65","Pereskia aculeata",2019-08-21 07:57:00,781946.988716423,7407680.2730873,NA,2019-08-21 09:58:00,781746.103776557,7407728.45106886,"FGAU87",2,206.586796528884,121,09:58:00,"Aug","Guareí"
"SDAug66","Pereskia aculeata",2019-08-21 08:33:00,781843.688057078,7407638.13268038,NA,2019-08-21 10:03:00,781748.139377112,7407738.50109323,"FGAU88",2,138.578278961781,90,10:03:00,"Aug","Guareí"
"SDAug67","Celtis iguanaea",2019-08-21 09:01:00,781809.598943582,7407657.74625809,NA,2019-08-21 10:03:00,781748.139377112,7407738.50109323,"FGAU88",3,101.478540095901,62,10:03:00,"Aug","Guareí"
"SDAug68","Pereskia aculeata",2019-08-21 09:14:00,781804.507036714,7407674.79805808,NA,2019-08-21 10:27:00,781737.996796209,7407747.99983177,"FGAU91",4,98.9030843807639,73,10:27:00,"Aug","Guareí"
"SDAug69","Pereskia aculeata",2019-08-21 09:14:00,781804.507036714,7407674.79805808,NA,2019-08-21 10:35:00,781735.996796269,7407769.99983177,"FGAU92",2,117.288789319511,81,10:35:00,"Aug","Guareí"
"SDAug70","Pereskia aculeata",2019-08-21 09:54:00,781746.103776557,7407728.45106886,NA,2019-08-21 10:51:00,781698.99679692,7407866.99983172,"FGAU93",4,146.336982680204,57,10:51:00,"Aug","Guareí"
"SDAug71","Pereskia aculeata",2019-08-21 10:13:00,781719.080221152,7407748.58876782,NA,2019-08-21 12:34:00,781608.31201018,7408027.34635225,"FGAU95",3,299.961881744754,141,12:34:00,"Aug","Guareí"
"SDAug72","Pereskia aculeata",2019-08-21 10:13:00,781719.080221152,7407748.58876782,NA,2019-08-21 12:36:00,781608.31201018,7408027.34635225,"FGAU96",2,299.961881744754,143,12:36:00,"Aug","Guareí"
"SDAug73","Pereskia aculeata",2019-08-21 10:18:00,781739.572187918,7407745.09375317,NA,2019-08-21 13:16:00,781661.996797835,7408141.99983168,"FGAU97",1,404.418907817266,178,13:16:00,"Aug","Guareí"
"SDAug74","Pereskia aculeata",2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:11:00,781697,7408200,"FGAU99",3,277.010834625642,184,14:11:00,"Aug","Guareí"
"SDAug75","Pereskia aculeata",2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:13:00,781697,7408200,"FGAU100",12,277.010834625642,186,14:13:00,"Aug","Guareí"
"SDAug76","Pereskia aculeata",2019-08-21 11:07:00,781640.797144416,7407928.75238745,NA,2019-08-21 14:15:00,781697,7408200,"FGAU101",4,277.010834625642,188,14:15:00,"Aug","Guareí"
"SDAug77","Pereskia aculeata",2019-08-21 11:56:00,781608.31201018,7408027.34635225,NA,2019-08-21 15:06:00,781816.996795745,7408165.99983194,"FGAU102",2,250.550072041658,190,15:06:00,"Aug","Guareí"
"SDSuzSep1","Xylopia brasiliensis",2018-09-09 11:45:00,705827.925060718,7481397.41925196,"3",2018-09-09 14:50:00,705985.070366476,7481317.62653072,"FSSep1",4,174,185,03:05:00,"Sep","Suzano"
"SDSuzSep2","Xylopia brasiliensis",2018-09-09 11:45:00,705827.925060718,7481397.41925196,"3",2018-09-09 14:55:00,705999.837821062,7481313.45989004,"FSSep2",5,189,190,03:10:00,"Sep","Suzano"
"SDSuzSep3","Myrciaria cuspidata",2018-09-09 11:45:00,705827.925060718,7481397.41925196,"4",2018-09-09 14:50:00,705985.070366476,7481317.62653072,"FSSep1",6,174,185,03:05:00,"Sep","Suzano"
"SDSuzSep4","Myrciaria cuspidata",2018-09-09 11:45:00,705827.925060718,7481397.41925196,"4",2018-09-09 14:55:00,705999.837821062,7481313.45989004,"FSSep2",5,189,190,03:10:00,"Sep","Suzano"
"SDSuzSep5","Trichilia catigua",2018-09-09 12:55:00,705889.387954759,7481388.12766176,"5",2018-09-09 14:50:00,705985.070366476,7481317.62653072,"FSSep1",8,116,115,01:55:00,"Sep","Suzano"
"SDSuzSep6","Trichilia catigua",2018-09-09 13:05:00,705893.567060988,7481395.8101679,"6",2018-09-09 15:00:00,705999.837821062,7481313.45989004,"FSSep2",7,131,115,01:55:00,"Sep","Suzano"
"SDSuzSep7","Neomitranthes obscura",2018-09-09 15:05:00,705999.837821062,7481313.45989004,"7",2018-09-10 07:55:00,706043.835630479,7481278.0445787,"FSSep3",7,55,1010,16:50:00,"Sep","Suzano"
"SDSuzSep8","Neomitranthes obscura",2018-09-09 15:10:00,706002.878444511,7481321.94976884,"8",2018-09-10 08:00:00,706047.641509138,7481288.95536029,"FSSep4",6,54,1010,16:50:00,"Sep","Suzano"
"SDSuzSep9","Trichilia catigua",2018-09-09 16:45:00,706010.209279122,7481231.20503207,"9",2018-09-10 08:15:00,706054.426452235,7481305.32854038,"FSSep5",4,82,930,15:30:00,"Sep","Suzano"
"SDSuzSep10","Trichilia catigua",2018-09-09 16:45:00,706010.209279122,7481231.20503207,"9",2018-09-10 08:35:00,706046.685701064,7481308.84614875,"FSSep6",5,81,950,15:50:00,"Sep","Suzano"
"SDSuzSep11","Myrciaria cuspidata",2018-09-10 14:00:00,706064.073500065,7481248.9890881,"15",2018-09-10 15:55:00,706051.548892413,7481216.96625539,"FSSep7",4,32,115,01:55:00,"Sep","Suzano"
"SDSuzSep12","Chrysophyllum gonocarpum",2018-09-10 16:15:00,706045.9472508,7481235.81681949,"17",2018-09-11 07:40:00,706022.053055191,7481215.96718889,"FSSep8",2,30,925,15:25:00,"Sep","Suzano"
"SDSuzSep13","Cordia sellowiana",2018-09-11 11:40:00,706101.490760279,7481127.54322189,"21",2018-09-11 13:40:00,706127.083044378,7481200.64089385,"FSSep9",3,73,120,02:00:00,"Sep","Suzano"
"SDSuzSep14","Philodendron spp.",2018-09-11 11:55:00,706102.621939076,7481137.32945236,"22",2018-09-11 14:15:00,706097.933141863,7481203.48635894,"FSSep10",100,62,140,02:20:00,"Sep","Suzano"
"SDSuzSep15","Pera glabrata",2018-09-11 13:30:00,706138.496220073,7481194.25889136,"23",2018-09-11 14:15:00,706097.933141863,7481203.48635894,"FSSep10",5,42,45,00:45:00,"Sep","Suzano"
"SDSuzSep16","Pera glabrata",2018-09-11 13:30:00,706138.496220073,7481194.25889136,"23",2018-09-11 14:35:00,706088.030664951,7481212.19273147,"FSSep11",4,53,65,01:05:00,"Sep","Suzano"
"SDSuzSep17","Randia armata",2018-09-11 13:50:00,706111.966330968,7481209.11451086,"24",2018-09-11 14:15:00,706097.933141863,7481203.48635894,"FSSep10",6,15,25,00:25:00,"Sep","Suzano"
"SDSuzSep18","Randia armata",2018-09-11 13:50:00,706105.676066296,7481205.89017132,"25",2018-09-11 16:20:00,706036.490947595,7481374.273489,"FSSep12",5,171,150,02:30:00,"Sep","Suzano"
"SDSuzSep19","Myrciaria cuspidata",2018-09-12 08:10:00,706021.181327871,7481417.6382589,"29",2018-09-12 10:05:00,705980.471181487,7481485.26466549,"FSSep13",5,75,115,01:55:00,"Sep","Suzano"
"SDSuzSep20","Myrciaria cuspidata",2018-09-12 08:10:00,706021.181327871,7481417.6382589,"29",2018-09-12 10:20:00,705974.30211726,7481475.82915835,"FSSep14",6,72,130,02:10:00,"Sep","Suzano"
"SDSuzSep21","Myrsine umbellata",2018-09-12 11:15:00,705954.038716904,7481447.01586102,"30",2018-09-12 13:55:00,705976.123015883,7481314.12579295,"FSSep15",7,125,160,02:40:00,"Sep","Suzano"
"SDSuzSep22","Myrsine umbellata",2018-09-12 11:15:00,705954.038716904,7481447.01586102,"30",2018-09-12 14:05:00,705990.876887954,7481279.09699175,"FSSep16",8,160,170,02:50:00,"Sep","Suzano"
"SDSuzSep23","Philodendron spp.",2018-09-12 11:30:00,705957.962362312,7481441.37683326,"31",2018-09-12 13:55:00,705976.123015883,7481314.12579295,"FSSep15",100,120,145,02:25:00,"Sep","Suzano"
"SDSuzSep24","Philodendron spp.",2018-09-12 11:30:00,705957.962362312,7481441.37683326,"31",2018-09-12 14:05:00,705990.876887954,7481279.09699175,"FSSep16",100,154,155,02:35:00,"Sep","Suzano"
"SDSuzDec25","Trichilia catigua",2018-12-07 07:25:00,705994.005048241,7481490.1143896,"38",2018-12-07 09:35:00,705934.159805609,7481468.02921359,"FSDec17",7,63,130,02:10:00,"Dec","Suzano"
"SDSuzDec26","Trichilia catigua",2018-12-07 07:25:00,705994.005048241,7481490.1143896,"38",2018-12-07 10:15:00,705918.766124873,7481424.62201172,"FSDec18",8,97,170,02:50:00,"Dec","Suzano"
"SDSuzDec27","Xylopia brasiliensis",2018-12-07 09:35:00,705934.159805609,7481468.02921359,"40",2018-12-07 11:35:00,705863.222139473,7481443.85772985,"FSDec19",7,74,120,02:00:00,"Dec","Suzano"
"SDSuzDec28","Xylopia brasiliensis",2018-12-07 09:35:00,705934.159805609,7481468.02921359,"40",2018-12-07 12:15:00,705841.626983641,7481381.99802252,"FSDec20",7,122,160,02:40:00,"Dec","Suzano"
"SDSuzDec29","Trichilia catigua",2018-12-07 09:50:00,705939.011934526,7481465.41145374,"41",2018-12-07 12:15:00,705841.626983641,7481381.99802252,"FSDec20",7,124,145,02:25:00,"Dec","Suzano"
"SDSuzDec30","Pera glabrata",2018-12-07 12:15:00,705841.626983641,7481381.99802252,"44",2018-12-07 13:45:00,705903.732996934,7481376.20446406,"FSDec21",7,62,90,01:30:00,"Dec","Suzano"
"SDSuzDec31","Pera glabrata",2018-12-07 12:15:00,705841.626983641,7481381.99802252,"44",2018-12-07 14:00:00,705914.145007666,7481379.61562032,"FSDec22",6,73,105,01:45:00,"Dec","Suzano"
"SDSuzDec32","Pera glabrata",2018-12-07 12:15:00,705841.626983641,7481381.99802252,"44",2018-12-07 14:25:00,705920.221082871,7481375.52140394,"FSDec23",7,79,130,02:10:00,"Dec","Suzano"
"SDSuzDec33","Rhipsalis teres",2018-12-07 12:30:00,705841.626983641,7481381.99802252,"45",2018-12-07 13:45:00,705903.732996934,7481376.20446406,"FSDec21",32,62,75,01:15:00,"Dec","Suzano"
"SDSuzDec34","Rhipsalis teres",2018-12-07 12:30:00,705841.626983641,7481381.99802252,"45",2018-12-07 14:00:00,705914.145007666,7481379.61562032,"FSDec22",44,73,90,01:30:00,"Dec","Suzano"
"SDSuzDec35","Rhipsalis teres",2018-12-07 12:30:00,705841.626983641,7481381.99802252,"45",2018-12-07 14:25:00,705920.221082871,7481375.52140394,"FSDec23",28,79,115,01:55:00,"Dec","Suzano"
"SDSuzDec36","Xylopia brasiliensis",2018-12-07 15:15:00,705938.012776778,7481374.61463969,"47",2018-12-07 17:25:00,706020.173962396,7481329.98722839,"FSDec24",8,92,130,02:10:00,"Dec","Suzano"
"SDSuzDec37","Xylopia brasiliensis",2018-12-07 15:15:00,705938.012776778,7481374.61463969,"47",2018-12-07 17:25:00,706020.173962396,7481329.98722839,"FSDec25",7,92,130,02:10:00,"Dec","Suzano"
"SDSuzDec38","Xylopia brasiliensis",2018-12-07 17:05:00,706019.226412571,7481346.09528566,"49",2018-12-08 07:35:00,706043.340086559,7481279.90771318,"FSDec26",7,66,870,14:30:00,"Dec","Suzano"
"SDSuzDec39","Xylopia brasiliensis",2018-12-07 17:05:00,706019.226412571,7481346.09528566,"49",2018-12-08 08:20:00,705988.545896448,7481257.33010357,"FSDec27",7,88,915,15:15:00,"Dec","Suzano"
"SDSuzDec40","Trichilia catigua",2018-12-08 09:15:00,705966.553031267,7481298.25997185,"50",2018-12-08 10:30:00,706033.051949254,7481402.55069882,"FSDec28",7,117,75,01:15:00,"Dec","Suzano"
"SDSuzDec41","Trichilia catigua",2018-12-08 09:15:00,705966.553031267,7481298.25997185,"50",2018-12-08 10:50:00,705987.108355879,7481407.05796523,"FSDec29",7,103,95,01:35:00,"Dec","Suzano"
"SDSuzDec42","Xylopia brasiliensis",2018-12-08 09:55:00,706031.628848248,7481360.31548777,"51",2018-12-08 10:30:00,706033.051949254,7481402.55069882,"FSDec28",8,39,35,00:35:00,"Dec","Suzano"
"SDSuzDec43","Casearia decandra",2018-12-08 15:35:00,706010.450970361,7481447.20501228,"54",2018-12-09 08:25:00,705973.892020062,7481270.4793187,"FSDec30",6,168,1010,16:50:00,"Dec","Suzano"
"SDSuzDec44","Casearia decandra",2018-12-08 16:00:00,706033.220996986,7481455.71322652,"55",2018-12-09 08:25:00,705973.892020062,7481270.4793187,"FSDec31",5,182,985,16:25:00,"Dec","Suzano"
"SDSuzDec45","Xylopia brasiliensis",2018-12-09 13:10:00,705846.810449701,7481410.67121544,"58",2018-12-09 14:45:00,706001.675873733,7481387.9064775,"FSDec32",7,157,95,01:35:00,"Dec","Suzano"
"SDSuzDec46","Xylopia brasiliensis",2018-12-09 13:10:00,705846.810449701,7481410.67121544,"58",2018-12-09 15:25:00,706046.993425961,7481391.7803502,"FSDec33",6,201,135,02:15:00,"Dec","Suzano"
"SDSuzDec47","Rhipsalis teres",2018-12-09 13:10:00,705846.810449701,7481410.67121544,"59",2018-12-09 14:45:00,706001.675873733,7481387.9064775,"FSDec32",33,157,95,01:35:00,"Dec","Suzano"
"SDSuzDec48","Rhipsalis teres",2018-12-09 13:10:00,705846.810449701,7481410.67121544,"59",2018-12-09 15:25:00,706046.993425961,7481391.7803502,"FSDec33",38,201,135,02:15:00,"Dec","Suzano"
"SDSuzDec49","Trichilia catigua",2018-12-10 10:40:00,705955.811849244,7481403.28522823,"67",2018-12-10 12:05:00,705876.58843364,7481425.11918749,"FSDec34",5,82,85,01:25:00,"Dec","Suzano"
